xmin,ymin,xmax,ymax,confidence,class
170,147,178,155,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
163,62,171,70,1.0,"Sir George; British geographer, benefactor (1751-1804)."
161,62,169,70,1.0,"Sir George; British geographer, benefactor (1751-1804)."
164,61,172,69,1.0,"Sir George; British geographer, benefactor (1751-1804)."
222,92,230,100,1.0,Heinrich; German astronomer (1906-1963).
221,94,229,102,1.0,Heinrich; German astronomer (1906-1963).
222,94,230,102,1.0,Heinrich; German astronomer (1906-1963).
220,96,228,104,1.0,Heinrich; German astronomer (1906-1963).
197,217,205,225,1.0,Igor Ivanovich; Russian-American aeronautical engineer (1889-1972).
133,114,141,122,1.0,Johann Esaias; German astronomer (1721-1791).
131,113,139,121,1.0,Johann Esaias; German astronomer (1721-1791).
369,194,377,202,1.0,Thomas; British astronomer (1621-1689).
370,110,378,118,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
326,91,334,99,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
286,149,294,157,1.0,Elis; Danish astronomer (1870-1947).
261,159,269,167,1.0,"Jan; Polish astronomer, mathematician (1756-1830)."
284,148,292,156,1.0,Elis; Danish astronomer (1870-1947).
325,97,333,105,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
275,182,283,190,1.0,"William Cameron; American astronaut, Space Shuttle Columbia Pilot (1961-2003)."
133,116,141,124,1.0,Johann Esaias; German astronomer (1721-1791).
148,110,156,118,1.0,Simon; Greek benefactor (1810-1876).
132,114,140,122,1.0,Johann Esaias; German astronomer (1721-1791).
258,156,266,164,1.0,"Jan; Polish astronomer, mathematician (1756-1830)."
259,153,267,161,1.0,"Jan; Polish astronomer, mathematician (1756-1830)."
254,34,262,42,1.0,"Robert; Swiss astrophysicist, meteorologist (1862-1940)."
133,115,141,123,1.0,Johann Esaias; German astronomer (1721-1791).
369,109,377,117,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
132,113,140,121,1.0,Johann Esaias; German astronomer (1721-1791).
236,79,244,87,1.0,Nicolaus; Danish doctor (1638-1686).
135,223,143,231,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
372,120,380,128,1.0,Samuel Thomas von; German doctor (1755-1830).
129,225,137,233,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
131,230,139,238,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
127,227,135,235,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
131,223,139,231,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
135,221,143,229,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
140,226,148,234,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
137,113,145,121,1.0,"Greek astronomer, chronologist (unkn-fl. 46 B.C.)."
367,173,375,181,1.0,Johann Philipp von; German astronomer (1651-1725).
125,181,133,189,1.0,"Johann; German astronomer, mathematician (1452-1531)."
134,220,142,228,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
129,231,137,239,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
342,45,350,53,1.0,James; British astronomer (1785-1867).
134,230,142,238,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
128,224,136,232,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
135,224,143,232,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
141,225,149,233,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
126,231,134,239,1.0,"Sempill, Hugh; Scottish mathematician (1596-1654)."
147,112,155,120,1.0,Simon; Greek benefactor (1810-1876).
146,110,154,118,1.0,Simon; Greek benefactor (1810-1876).
129,179,137,187,1.0,"Johann; German astronomer, mathematician (1452-1531)."
125,183,133,191,1.0,"Johann; German astronomer, mathematician (1452-1531)."
126,180,134,188,1.0,"Johann; German astronomer, mathematician (1452-1531)."
238,119,246,127,1.0,Leonid Isaakovich; Soviet physicist (1879-1944).
147,109,155,117,1.0,Simon; Greek benefactor (1810-1876).
147,109,155,117,1.0,Simon; Greek benefactor (1810-1876).
274,182,282,190,1.0,"Ilan; Israeli astronaut, Space Shuttle Columbia Payload Specialist (1954-2003)."
274,185,282,193,1.0,"Laurel Blair Salton; American astronaut, Space Shuttle Columbia Mission Specialist (1961-2003)."
344,114,352,122,1.0,Eduard; Austrian geologist (1831-1914).
220,239,228,247,1.0,Anatoly Alexeevich; Russian astronomer (1910-1976).
170,240,178,248,1.0,"Theodor; Swedish chemist, Nobel Prize winner 1926 (1884-1971)."
167,240,175,248,1.0,"Adolf Johann Friedrich Wilhelm; German chemist, Nobel Prize winner 1905 (1835-1917)."
344,115,352,123,1.0,Eduard; Austrian geologist (1831-1914).
252,78,260,86,1.0,"Sir Joseph; British mathematician, physicist (1857-1942)."
252,165,260,173,1.0,Antony van; Dutch microscopist (1632-1723).
147,114,155,122,1.0,Simon; Greek benefactor (1810-1876).
336,142,344,150,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
337,143,345,151,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
334,139,342,147,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
334,138,342,146,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
338,138,346,146,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
339,135,347,143,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
336,143,344,151,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
335,143,343,151,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
337,143,345,151,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
339,138,347,146,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
370,196,378,204,1.0,Thomas; British astronomer (1621-1689).
335,138,343,146,1.0,"Sersale, Gerolamo; Italian astronomer (1584-1654)."
372,192,380,200,1.0,Thomas; British astronomer (1621-1689).
202,64,210,72,1.0,Noraír Martirósovich; Soviet doctor and biochemist (1907-1966).
194,143,202,151,1.0,"Marie (Madame Curie); Polish physicist, chemist, Nobel laureate (1867-1934)."
371,188,379,196,1.0,Thomas; British astronomer (1621-1689).
203,64,211,72,1.0,Noraír Martirósovich; Soviet doctor and biochemist (1907-1966).
202,65,210,73,1.0,Noraír Martirósovich; Soviet doctor and biochemist (1907-1966).
192,145,200,153,1.0,"Marie (Madame Curie); Polish physicist, chemist, Nobel laureate (1867-1934)."
236,54,244,62,1.0,Earl Charles; American astronomer (1883-1964); Vesto Melvin; American astronomer (1875-1969).
242,97,250,105,1.0,Frits; Dutch physicist; Nobel laureate (1888-1966).
193,151,201,159,1.0,"Marie (Madame Curie); Polish physicist, chemist, Nobel laureate (1867-1934)."
327,92,335,100,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
189,151,197,159,1.0,"Marie (Madame Curie); Polish physicist, chemist, Nobel laureate (1867-1934)."
327,87,335,95,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
192,142,200,150,1.0,"Marie (Madame Curie); Polish physicist, chemist, Nobel laureate (1867-1934)."
315,38,323,46,1.0,Marian; Polish physicist (1872-1917).
313,39,321,47,1.0,Marian; Polish physicist (1872-1917).
162,163,170,171,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
161,166,169,174,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
370,193,378,201,1.0,Thomas; British astronomer (1621-1689).
328,90,336,98,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
242,96,250,104,1.0,Frits; Dutch physicist; Nobel laureate (1888-1966).
243,93,251,101,1.0,Frits; Dutch physicist; Nobel laureate (1888-1966).
160,165,168,173,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
160,164,168,172,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
160,163,168,171,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
163,162,171,170,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
161,160,169,168,1.0,"Snell, Willebrod van Roijen; Dutch mathematician, astronomer, optician (1580-1626)."
260,155,268,163,1.0,"Jan; Polish astronomer, mathematician (1756-1830)."
372,122,380,130,1.0,Samuel Thomas von; German doctor (1755-1830).
348,122,356,130,1.0,Eduard; Austrian geologist (1831-1914).
372,121,380,129,1.0,Samuel Thomas von; German doctor (1755-1830).
137,112,145,120,1.0,"Greek astronomer, chronologist (unkn-fl. 46 B.C.)."
167,149,175,157,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
136,112,144,120,1.0,"Greek astronomer, chronologist (unkn-fl. 46 B.C.)."
344,42,352,50,1.0,James; British astronomer (1785-1867).
347,42,355,50,1.0,James; British astronomer (1785-1867).
344,44,352,52,1.0,James; British astronomer (1785-1867).
165,151,173,159,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
143,188,151,196,1.0,"Lazzaro; Italian natural scientist, biologist (1729-1799)."
144,188,152,196,1.0,"Lazzaro; Italian natural scientist, biologist (1729-1799)."
312,151,320,159,1.0,"Spanish for ""mountain chain."""
355,69,363,77,1.0,Greek-derived male name Gennady in Russian diminutive form (Lunokhod-1 landing site feature).
355,69,363,77,1.0,Norse male name Ingvar adopted as Russian name (Lunokhod-1 landing site feature).
355,69,363,77,1.0,"Russian male name, diminutive from Greek-derived Nicholas (Lunokhod-1 landing site feature)."
355,69,363,77,1.0,Latin-derived male name Konstantin in Russian diminutive form (Lunokhod-1 landing site feature).
355,69,363,77,1.0,Russian male name of Greek origin (Lunokhod-1 landing site feature).
355,69,363,77,1.0,Russian diminutive form of the Greek-derived male name Nicholas (Lunokhod-1 landing site feature).
355,69,363,77,1.0,"Slavic male name, diminutive from Vyacheslav (Lunokhod-1 landing site feature)."
242,109,250,117,1.0,Sir Harold; British astronomer (1890-1960).
241,107,249,115,1.0,Sir Harold; British astronomer (1890-1960).
237,77,245,85,1.0,Nicolaus; Danish doctor (1638-1686).
240,102,248,110,1.0,Sir Harold; British astronomer (1890-1960).
236,77,244,85,1.0,Nicolaus; Danish doctor (1638-1686).
302,-2,310,6,1.0,Franz Maria Ulrich Theodor Hoch; German-Russian astronomer (1724-1802).
218,0,226,8,1.0,"Carl; German chemist, Nobel Prize winner 1931 (1874-1940)."
144,0,152,8,1.0,"Joseph; American physiologist, Nobel Prize winner 1944 (1874-1965)."
150,1,158,9,1.0,"Joahnnes Andreas Grib; Danish pathologist, Nobel Prize winner 1926 (1867-1928)."
128,94,136,102,1.0,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).
335,1,343,9,1.0,John Ellard; Irish astronomer (1845-1910).
326,3,334,11,1.0,"Victor; French chemist, Nobel Prize winner 1912 (1871-1935)."
371,130,379,138,1.0,Herbert Hall; British astronomer (1861-1930).
312,5,320,13,1.0,"Fritz; German-Swiss chemist, Nobel Prize winner 1918 (1868-1934)."
230,5,238,13,1.0,"Georg Karl; Hungarian chemist, Nobel Prize winner 1943 (1885-1966)."
371,128,379,136,1.0,Herbert Hall; British astronomer (1861-1930).
218,8,226,16,1.0,"Larry A.; American chemist, geochemist (1934-2005)."
296,180,304,188,1.0,"Harlan True; American astronomer, geophysicist (1885-1964)."
296,180,304,188,1.0,"Harlan True; American astronomer, geophysicist (1885-1964)."
374,77,382,85,1.0,Named for Montes Spitzbergen.
373,77,381,85,1.0,Named for Montes Spitzbergen.
373,76,381,84,1.0,Named for Montes Spitzbergen.
378,128,386,136,1.0,Friedrich Wilhelm Gustav; German astronomer (1822-1895).
228,106,236,114,1.0,"Charles Edward; American solar physicist, astronomer (1857-1935)."
228,104,236,112,1.0,"Charles Edward; American solar physicist, astronomer (1857-1935)."
141,128,149,136,1.0,Evangelista; Italian physicist (1608-1647).
251,118,259,126,1.0,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).
229,104,237,112,1.0,"Charles Edward; American solar physicist, astronomer (1857-1935)."
369,109,377,117,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
370,107,378,115,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
170,150,178,158,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
323,39,331,47,1.0,Of Colophon; Greek philosopher (570(?)-478(?) B.C.).
368,105,376,113,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
167,148,175,156,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
167,145,175,153,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
369,108,377,116,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
168,143,176,151,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
171,148,179,156,1.0,"Wendelin, Godefroid; Belgian astronomer (1580-1667)."
344,149,352,157,1.0,"Zupi, Giovanni Battista; Italian astronomer (c. 1590-1650)."
243,146,251,154,1.0,Fritz; Swiss astrophysicist (1898-1974).
368,106,376,114,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
370,107,378,115,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
284,244,292,252,1.0,"Emil Theodor; Swiss surgeon, Nobel Prize winner 1909 (1841-1917).
"
271,244,279,252,1.0,"Richard; Austrian chemist, Nobel Prize winner 1938; (1900-1967)."
194,5,202,13,1.0,"Bernardo Alberto; Argentinean physiologist, Nobel Prize winner 1947 (1887-1971)."
326,246,334,254,1.0,"Spanish-Arab astronomer and philosopher (c. 1095-1138).
"
266,240,274,248,1.0,"Charles Louis Alphonse; French physician, Nobel Prize winner 1907 (1845-1922).
"
368,104,376,112,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
370,110,378,118,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
368,103,376,111,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
368,110,376,118,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
369,107,377,115,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
369,106,377,114,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
338,162,346,170,1.0,Francois; French mathematician (1540-1603).
338,162,346,170,1.0,Francois; French mathematician (1540-1603).
339,165,347,173,1.0,Francois; French mathematician (1540-1603).
339,165,347,173,1.0,Francois; French mathematician (1540-1603).
340,165,348,173,1.0,Francois; French mathematician (1540-1603).
157,196,165,204,1.0,James; Scottish inventor (1736-1819).
369,107,377,115,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
368,105,376,113,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
368,105,376,113,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
368,104,376,112,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
379,108,387,116,1.0,"Friedrich August; German historian, humanitarian (1780-1851)."
368,103,376,111,1.0,"Stade, Jan; Belgian astronomer, mathematician (1527-1579)."
250,120,258,128,1.0,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).
284,28,292,36,1.0,Joel; American astronomer (1878-1966).
126,114,134,122,1.0,"Friedrich August; German historian, humanitarian (1780-1851)."
157,187,165,195,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
274,31,282,39,1.0,Joel; American astronomer (1878-1966).
303,60,311,68,1.0,Josef; Austrian physicist (1835-1893).
158,188,166,196,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
159,188,167,196,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
157,189,165,197,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
160,193,168,201,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
156,191,164,199,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
156,191,164,199,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
156,190,164,198,1.0,"Karl August von; German astronomer, physicist (1801-1870)."
238,79,246,87,1.0,Nicolaus; Danish doctor (1638-1686).
236,82,244,90,1.0,Nicolaus; Danish doctor (1638-1686).
161,168,169,176,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
161,171,169,179,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
160,173,168,181,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
161,174,169,182,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
161,167,169,175,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
242,131,250,139,1.0,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960)."
219,168,227,176,1.0,Mikhail Fedorovich; Soviet astronomer (1893-1966).
270,58,278,66,1.0,Aleksandr Grigorievich; Russian physicist (1839-1896).
159,172,167,180,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
347,118,355,126,1.0,Eduard; Austrian geologist (1831-1914).
159,171,167,179,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
164,31,172,39,1.0,Greek geographer (54 B.C.- A.D. 24).
129,185,137,193,1.0,"Johann; German astronomer, mathematician (1452-1531)."
161,175,169,183,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
145,95,153,103,1.0,"Astronaut-named feature, Apollo 17 site."
158,198,166,206,1.0,James; Scottish inventor (1736-1819).
252,160,260,168,1.0,Jason John; American astronomer (1892-1965).
251,29,259,37,1.0,Alexander William; South African astronomer (1857-1938); Isaac; British astronomer (1829-1904).
163,172,171,180,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
251,25,259,33,1.0,Alexander William; South African astronomer (1857-1938); Isaac; British astronomer (1829-1904).
163,172,171,180,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
160,169,168,177,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
160,167,168,175,1.0,"Stevin, Simon; Belgian mathematician, physicist (1548-1620)."
149,176,157,184,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
147,177,155,185,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
147,172,155,180,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
149,171,157,179,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
148,173,156,181,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
147,174,155,182,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
149,177,157,185,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
162,242,170,250,1.0,"Bernard; Polish cartographer, the ""Father of Polish Cartography"" (1450-1535)."
236,240,244,248,1.0,"Semion Ya.; Ukranian radio astronomer (1911-2003).
"
343,-4,351,4,1.0,"Sir Cyril Norman; English chemist, Nobel Prize winner 1956 (1897-1967)."
209,-3,217,5,1.0,"Fred Lawrence; American astronomer (1906-2004).
"
361,137,369,145,1.0,Euclid; Greek mathematician (unkn-c. 300 B.C.).
251,132,259,140,1.0,Greek mythological character.
148,174,156,182,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
251,87,259,95,1.0,Alighieri; Italian poet (1265-1321).
149,175,157,183,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
147,173,155,181,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
147,174,155,182,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
147,175,155,183,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
148,171,156,179,1.0,"Stoberl, Andreas; German astronomer, mathematician (1465-1515)."
127,186,135,194,1.0,"Johann; German astronomer, mathematician (1452-1531)."
128,186,136,194,1.0,"Johann; German astronomer, mathematician (1452-1531)."
127,184,135,192,1.0,"Johann; German astronomer, mathematician (1452-1531)."
125,185,133,193,1.0,"Johann; German astronomer, mathematician (1452-1531)."
129,182,137,190,1.0,"Johann; German astronomer, mathematician (1452-1531)."
241,134,249,142,1.0,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960)."
241,134,249,142,1.0,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960)."
239,133,247,141,1.0,"Frederick John Marrion; British astronomer, astrophysicist (1881-1960)."
369,192,377,200,1.0,Thomas; British astronomer (1621-1689).
373,190,381,198,1.0,Thomas; British astronomer (1621-1689).
371,190,379,198,1.0,Thomas; British astronomer (1621-1689).
252,116,260,124,1.0,Johann Willem Jakob Antoon; Dutch astronomer (1871-1951).
240,149,248,157,1.0,Fritz; Swiss astrophysicist (1898-1974).
127,180,135,188,1.0,"Johann; German astronomer, mathematician (1452-1531)."
126,181,134,189,1.0,"Johann; German astronomer, mathematician (1452-1531)."
269,58,277,66,1.0,Aleksandr Grigorievich; Russian physicist (1839-1896).
231,46,239,54,1.0,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957)."
227,44,235,52,1.0,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957)."
226,38,234,46,1.0,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957)."
239,146,247,154,1.0,Fritz; Swiss astrophysicist (1898-1974).
130,181,138,189,1.0,"Johann; German astronomer, mathematician (1452-1531)."
127,181,135,189,1.0,"Johann; German astronomer, mathematician (1452-1531)."
231,41,239,49,1.0,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957)."
225,43,233,51,1.0,"Fredrik Carl Mülertz; Norwegian mathematician and astronomer, aurora research (1874-1957)."
163,32,171,40,1.0,Greek geographer (54 B.C.- A.D. 24).
166,28,174,36,1.0,Greek geographer (54 B.C.- A.D. 24).
370,191,378,199,1.0,Thomas; British astronomer (1621-1689).
162,32,170,40,1.0,Greek geographer (54 B.C.- A.D. 24).
370,193,378,201,1.0,Thomas; British astronomer (1621-1689).
371,191,379,199,1.0,Thomas; British astronomer (1621-1689).
368,192,376,200,1.0,Thomas; British astronomer (1621-1689).
369,190,377,198,1.0,Thomas; British astronomer (1621-1689).
326,90,334,98,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
371,192,379,200,1.0,Thomas; British astronomer (1621-1689).
325,94,333,102,1.0,Otto Wilhelm von; German-born Russian astronomer (1819-1905); Otto; American astronomer (1897-1963); Friedrich Georg Wilhelm von; German-born Russian astronomer (1793-1864).
222,169,230,177,1.0,Mikhail Fedorovich; Soviet astronomer (1893-1966).
219,167,227,175,1.0,Mikhail Fedorovich; Soviet astronomer (1893-1966).
346,115,354,123,1.0,Eduard; Austrian geologist (1831-1914).
346,117,354,125,1.0,Eduard; Austrian geologist (1831-1914).
345,119,353,127,1.0,Eduard; Austrian geologist (1831-1914).
376,152,384,160,1.0,Al-Sābi' al-Harrani Thābit Ibn Qurra; Iraqi astronomer (836-901).
376,152,384,160,1.0,Al-Sābi' al-Harrani Thābit Ibn Qurra; Iraqi astronomer (836-901).
374,159,382,167,1.0,Al-Sābi' al-Harrani Thābit Ibn Qurra; Iraqi astronomer (836-901).
251,178,259,186,1.0,"Gottfried Wilhelm; German mathematician, philosopher (1646-1716)."
130,94,138,102,1.0,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).
252,127,260,135,1.0,Yurii Naumovich; Soviet selenographer (1909-1978).
146,129,154,137,1.0,Evangelista; Italian physicist (1608-1647).
250,220,258,228,1.0,"Marcel Gilles Jozef; Dutch astronomer, astrophysicist (1893-1970)."
252,143,260,151,1.0,Giulio; Italian-Israeli physicist (1909-1965).
130,92,138,100,1.0,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).
133,98,141,106,1.0,Gaius; Roman astronomer (unkn-fl. c. B.C. 166).
202,70,210,78,1.0,"Thomas Hubbard; American geographer, navigator (1807-1876)."
315,111,323,119,1.0,Karl Frithiof; Finnish astronomer (1873-1949).
313,106,321,114,1.0,Karl Frithiof; Finnish astronomer (1873-1949).
204,48,212,56,1.0,William Francis Gray; Anglo-American physicist (1884-1962).
205,48,213,56,1.0,William Francis Gray; Anglo-American physicist (1884-1962).
331,6,339,14,1.0,James Joseph; British mathematician (1814-1897).
200,77,208,85,1.0,Leo; Hungarian-American physicist (1898-1964).
199,79,207,87,1.0,Leo; Hungarian-American physicist (1898-1964).
359,102,367,110,1.0,Johann Tobias; German astronomer (1723-1762).
358,102,366,110,1.0,Johann Tobias; German astronomer (1723-1762).
361,106,369,114,1.0,Johann Tobias; German astronomer (1723-1762).
360,106,368,114,1.0,Johann Tobias; German astronomer (1723-1762).
250,113,258,121,1.0,Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).
250,117,258,125,1.0,Arne Wilhelm Kaurin; Swedish biochemist; Nobel laureate (1902-1971).
359,105,367,113,1.0,Johann Tobias; German astronomer (1723-1762).
249,17,257,25,1.0,Annibale; Italian astronomer (1844-1911).
361,101,369,109,1.0,Johann Tobias; German astronomer (1723-1762).
360,99,368,107,1.0,Johann Tobias; German astronomer (1723-1762).
361,107,369,115,1.0,Johann Tobias; German astronomer (1723-1762).
267,161,275,169,1.0,Joseph Albert; American test pilot (1921-1966).
264,164,272,172,1.0,Joseph Albert; American test pilot (1921-1966).
360,98,368,106,1.0,Johann Tobias; German astronomer (1723-1762).
362,105,370,113,1.0,Johann Tobias; German astronomer (1723-1762).
128,34,136,42,1.0,William Cranch; American astronomer (1789-1859).
264,159,272,167,1.0,Joseph Albert; American test pilot (1921-1966).
361,102,369,110,1.0,Johann Tobias; German astronomer (1723-1762).
263,161,271,169,1.0,Joseph Albert; American test pilot (1921-1966).
263,158,271,166,1.0,Joseph Albert; American test pilot (1921-1966).
358,104,366,112,1.0,Johann Tobias; German astronomer (1723-1762).
361,107,369,115,1.0,Johann Tobias; German astronomer (1723-1762).
359,107,367,115,1.0,Johann Tobias; German astronomer (1723-1762).
355,99,363,107,1.0,Johann Tobias; German astronomer (1723-1762).
361,103,369,111,1.0,Johann Tobias; German astronomer (1723-1762).
137,145,145,153,1.0,Cornelius; Roman historian (c. 55-120).
138,148,146,156,1.0,Cornelius; Roman historian (c. 55-120).
138,143,146,151,1.0,Cornelius; Roman historian (c. 55-120).
138,143,146,151,1.0,Cornelius; Roman historian (c. 55-120).
138,143,146,151,1.0,Cornelius; Roman historian (c. 55-120).
138,143,146,151,1.0,Cornelius; Roman historian (c. 55-120).
136,148,144,156,1.0,Cornelius; Roman historian (c. 55-120).
136,148,144,156,1.0,Cornelius; Roman historian (c. 55-120).
137,149,145,157,1.0,Cornelius; Roman historian (c. 55-120).
138,142,146,150,1.0,Cornelius; Roman historian (c. 55-120).
138,144,146,152,1.0,Cornelius; Roman historian (c. 55-120).
233,82,241,90,1.0,Gherman Stepanovich; Soviet cosmonaut (1935-2000).
195,163,203,171,1.0,Johann Daniel; German astronomer (1729-1796).
145,130,153,138,1.0,Evangelista; Italian physicist (1608-1647).
194,163,202,171,1.0,Johann Daniel; German astronomer (1729-1796).
195,162,203,170,1.0,Johann Daniel; German astronomer (1729-1796).
144,127,152,135,1.0,Evangelista; Italian physicist (1608-1647).
142,127,150,135,1.0,Evangelista; Italian physicist (1608-1647).
